Order Number,Item,Frequency
11491,脚 下 的,7
11492,脚板 和,7
11493,那 本 日记,7
11494,内 普 的,7
11495,那 还 用,7
11496,她 这,7
11497,平生 第一,7
11498,那个 男孩,7
11499,那个 连 名字,7
11500,那个 连 名字 都 不,7
11501,平静 下来,7
11502,平生 第一 次,7
11503,那么 好,7
11504,再 做,7
11505,年 以前,7
11506,脸上 是,7
11507,那里 得到,7
11508,年 来 最,7
11509,部 受审,7
11510,一切 都 是,7
11511,都 不 肯,7
11512,脸红 得,7
11513,再 看看,7
11514,年纪 太 小,7
11515,脸上 都,7
11516,并 作 两 步 地,7
11517,自从 我,7
11518,了 有,7
11519,自己 在 说,7
11520,好 极,7
11521,都 是 这样,7
11522,床头柜 上 的,7
11523,好 极 了,7
11524,人 吗,7
11525,都 穿 着,7
11526,都 竖 了,7
11527,都 竖 了 起来,7
11528,都 竖,7
11529,底下 夹 着,7
11530,座 房子,7
11531,采取 行动,7
11532,臭 大粪,7
11533,里 一 片,7
11534,里 传出,7
11535,里 会,7
11536,哈利 看见 一,7
11537,般 的 声音,7
11538,好像 他们,7
11539,了 每,7
11540,花 新月,7
11541,人 坐,7
11542,花 新月 街,7
11543,花坛 里,7
11544,你 竟然,7
11545,里 喷,7
11546,冲 了 过去,7
11547,里 弥漫,7
11548,异样 的,7
11549,里 挤满,7
11550,弄 糊涂 了,7
11551,荒唐 了,7
11552,好像 这,7
11553,你 能 肯定,7
11554,里 的 每 个 人,7
11555,冷冰冰 地,7
11556,里 走来走去,7
11557,了 泪水,7
11558,里 跳,7
11559,里 还 有,7
11560,弗雷 女士,7
11561,冷漠 的,7
11562,里 那些,7
11563,人 总是,7
11564,人 愉快,7
11565,重重 地 关上 了,7
11566,张 得 大大,7
11567,落 了,7
11568,人 感到,7
11569,准备 离开,7
11570,张 纸,7
11571,铃 响,7
11572,一 把 扶手椅 上,7
11573,张望 了 一下,7
11574,镜片 后面,7
11575,弧形 酒瓶,7
11576,长出 了,7
11577,虫 尾巴 说,7
11578,你 解释,7
11579,强壮 起来,7
11580,长袍 里,7
11581,门 砰地,7
11582,当 他们 走进,7
11583,袍子 上,7
11584,当 那,7
11585,一 具,7
11586,当啷 一,7
11587,几 位 勇士,7
11588,当时 的,7
11589,几 口,7
11590,人 的 声音,7
11591,几 块,7
11592,几 寸,7
11593,被 它,7
11594,往 里面,7
11595,一边 仍然,7
11596,队员 的,7
11597,人 站 在,7
11598,不然 他,7
11599,人 给,7
11600,阿兹卡 班 的,7
11601,待 在 这儿,7
11602,姑妈 的,7
11603,人 能够,7
11604,除了 他,7
11605,姜 黄色,7
11606,被 烧伤,7
11607,你 说话,7
11608,随心所欲 地,7
11609,人 被,7
11610,活动 的,7
11611,随时 都 可能,7
11612,隐去 了,7
11613,几 英寸 的 地方,7
11614,被 罗恩,7
11615,你 走,7
11616,被 哈利,7
11617,姨妈 姨父,7
11618,需要 它,7
11619,需要 有,7
11620,几乎 被,7
11621,很 忙,7
11622,很 愉快,7
11623,裹 着 一,7
11624,非常 危险,7
11625,人 都 把,7
11626,非法 的,7
11627,很 漂亮,7
11628,出 的,7
11629,韦斯莱 一,7
11630,韦斯莱 一 家,7
11631,人 难以 置信,7
11632,很 远 的,7
11633,出声 来,7
11634,很 重要 的,7
11635,人 高,7
11636,出奇 的,7
11637,顾 不,7
11638,要 我 说,7
11639,学校 去,7
11640,领 着 他,7
11641,飘 了,7
11642,颤抖 起来,7
11643,飞到 了,7
11644,飞天 扫帚 护理,7
11645,食死徒 的,7
11646,餐厅 里,7
11647,餐桌 上 的,7
11648,首 歌,7
11649,马尔福 先生 的,7
11650,马尔福 又,7
11651,不解 地,7
11652,学生 一起,7
11653,分钟 前,7
11654,骂 了,7
11655,分钟 就,7
11656,得 很 好,7
11657,高耸 的,7
11658,了 神秘,7
11659,列车 上,7
11660,魁地奇 球员,7
11661,得 更 大,7
11662,要是 你,7
11663,要是 有,7
11664,魔 标记,7
11665,刚 把,7
11666,学院 杯 冠军,7
11667,刚 来,7
11668,刚刚 被,7
11669,见 他们,7
11670,学院 的 学生,7
11671,得 直,7
11672,见 她,7
11673,得 简直,7
11674,魔法 部 受审,7
11675,刚才 对,7
11676,得 都,7
11677,刚才 说 的,7
11678,得到 一,7
11679,麦格 教授 用,7
11680,觉得 自己 仿佛,7
11681,麻瓜 出身 的 人,7
11682,微微 皱起,7
11683,微微 颤动,7
11684,德姆斯特朗 的 学生,7
11685,德思礼 一 家 三,7
11686,它 去,7
11687,德思礼 一 家 三 口,7
11688,一 件 很,7
11689,它 太,7
11690,德思礼 家,7
11691,必须 说,7
11692,忍 着,7
11693,什么 地方 去,7
11694,别 碰 哈利,7
11695,它 抓住,7
11696,认为 这 是,7
11697,一 把 空 椅子,7
11698,不 知道 是 谁,7
11699,什么 好处,7
11700,它 放,7
11701,快 把,7
11702,什么 来着,7
11703,认为 自己,7
11704,什么 样子,7
11705,与 邓布,7
11706,到 了 哈利,7
11707,与 邓布 利多,7
11708,怎么 不 见,7
11709,怎么 就,7
11710,怎么 想 的,7
11711,什么 都 不,7
11712,到 图书馆,7
11713,怎样 通过,7
11714,专心 地,7
11715,训练 的,7
11716,专爱 搞,7
11717,急匆匆 地,7
11718,一尘不染 的,7
11719,专爱 搞 恶作剧,7
11720,今天 早上,7
11721,专爱 搞 恶作剧 的,7
11722,总是 把,7
11723,总算 把,7
11724,恢复 到,7
11725,了 脑袋,7
11726,今晚 就,7
11727,到处 乱 逛,7
11728,安慰 她,7
11729,安慰 他,7
11730,悄 没 声儿,7
11731,悄 没 声儿 地,7
11732,悄声 问,7
11733,患 了,7
11734,三 位,7
11735,一 拐,7
11736,惊愕 的,7
11737,仍然 没有,7
11738,刺 得,7
11739,惊讶 极,7
11740,惊讶 极 了,7
11741,想 什么,7
11742,一 匹,7
11743,想 做 什么,7
11744,前 的 那,7
11745,东西 呢,7
11746,一心 只,7
11747,前所未有 的,7
11748,前面 一,7
11749,东西 在 动,7
11750,想 她,7
11751,前面 有,7
11752,想 就,7
11753,从 什么,7
11754,想 得 到,7
11755,想 把 他,7
11756,剧烈 的,7
11757,剩下 了,7
11758,从 他 嘴里,7
11759,副 表情,7
11760,说 个 不,7
11761,办公室 去,7
11762,说 个 不 停,7
11763,想 赶紧,7
11764,加入 了,7
11765,想到 你,7
11766,说 什么 呀,7
11767,想要 一,7
11768,想起 了 他,7
11769,想起 他,7
11770,一 挥 魔杖,7
11771,从 后面,7
11772,意外 事故,7
11773,意味 着 他,7
11774,意思 了,7
11775,意外 的,7
11776,意识 到 他,7
11777,感 兴趣 地,7
11778,感 兴趣 的,7
11779,从 哈利 身边,7
11780,感到 他 的,7
11781,感到 十分,7
11782,勇敢 地,7
11783,勇士 都,7
11784,感到 有,7
11785,丝毫 没有,7
11786,从 哪儿 弄来,7
11787,家族 的,7
11788,说 清楚,7
11789,丢 在,7
11790,愤愤 地,7
11791,慈爱 地,7
11792,慢悠悠 地 说,7
11793,十 个 加隆,7
11794,憔悴 的,7
11795,懒洋洋 地 说,7
11796,成 一 个,7
11797,一 个 是,7
11798,从 天花板 上,7
11799,成功 的,7
11800,一 件 长长 的,7
11801,两 个 小时,7
11802,十分 震惊,7
11803,说出 了,7
11804,我 不 喜欢,7
11805,密密麻麻 的,7
11806,我 不 敢,7
11807,两 个 字,7
11808,千万 不 能,7
11809,从 座位,7
11810,从 座位 上,7
11811,从 很,7
11812,我 也许,7
11813,午饭 的 时候,7
11814,两 个 男孩,7
11815,我 从来 没,7
11816,请 允许 我,7
11817,我 会 把,7
11818,请 大家,7
11819,读 一,7
11820,我 儿子,7
11821,我 再 也 不,7
11822,我 决 不,7
11823,从 树,7
11824,我 刚刚,7
11825,从 桌,7
11826,从 桌 上,7
11827,我 只是 想,7
11828,我 叫 你,7
11829,我 可 不 愿意,7
11830,我 只要,7
11831,两 件,7
11832,我 同意,7
11833,我 向 你 保证,7
11834,卢平 和,7
11835,我 听到,7
11836,我 听说 你,7
11837,两 分钟,7
11838,我 在 霍格沃茨,7
11839,从 牙缝,7
11840,两 口,7
11841,谁 干 的,7
11842,对 别人,7
11843,我 干,7
11844,对 哈利 和 赫敏,7
11845,我 得 走 了,7
11846,我 必须 说,7
11847,我 得 走,7
11848,两 名,7
11849,从 赫敏,7
11850,两 声,7
11851,我 想 这,7
11852,压根儿 就,7
11853,我 敢 打赌,7
11854,贾斯廷•芬列 里,7
11855,从 阿兹卡班 逃,7
11856,我 明白 了,7
11857,我 是 一 个,7
11858,原原本本 地 告诉,7
11859,从 霍格沃茨,7
11860,原谅 我,7
11861,两 把,7
11862,上 个 星期,7
11863,我 根本,7
11864,从 魔法,7
11865,我 爸,7
11866,我 猜 你,7
11867,去 参加 舞会,7
11868,两 步 地,7
11869,从来 没有 像,7
11870,去 对付,7
11871,去 找 邓布利多,7
11872,从没 见,7
11873,从没 见 过,7
11874,信 给,7
11875,对 自己 说,7
11876,对 自己 的,7
11877,上 也,7
11878,我 花,7
11879,我 要求,7
11880,我 认为 他,7
11881,仔细 看看,7
11882,仔细 研究,7
11883,对 这个,7
11884,我 记,7
11885,我 说 了,7
11886,我 讲,7
11887,参加 宴会,7
11888,上 你,7
11889,我 这么,7
11890,我 连,7
11891,我 马上,7
11892,我们 一定,7
11893,又 举起,7
11894,他 一 顿,7
11895,我们 中间 的,7
11896,他 一下,7
11897,我们 为什么,7
11898,赫敏 的 脸,7
11899,我们 做,7
11900,我们 又,7
11901,我们 只 有,7
11902,了 那 张,7
11903,他 一点,7
11904,我们 可 不,7
11905,我们 吧,7
11906,他 一点儿,7
11907,我们 呢,7
11908,严重 的,7
11909,我们 大家 都,7
11910,他 一生,7
11911,赫敏 问,7
11912,我们 来,7
11913,我们 没,7
11914,我们 用,7
11915,倒 吸,7
11916,我们 自己,7
11917,我们 赢 了,7
11918,我们 还 没有,7
11919,又 有 一,7
11920,他 不 在,7
11921,保持 沉默,7
11922,又 来,7
11923,个 了不起,7
11924,所 发生,7
11925,所 发生 的,7
11926,个 了不起 的,7
11927,他 不 知道 自己,7
11928,又 给,7
11929,所有 人,7
11930,他 不 要,7
11931,手 去,7
11932,手 放在,7
11933,他 不得不,7
11934,他 与,7
11935,走出 礼堂,7
11936,他 为,7
11937,手指 上,7
11938,又 问 了,7
11939,他 为了,7
11940,又 问 了 一,7
11941,走到 哪里,7
11942,假装 在,7
11943,才 明白,7
11944,才 知道,7
11945,他 举起 魔杖,7
11946,扎进 了,7
11947,扑 过来,7
11948,小 块,7
11949,双 袜子,7
11950,反应 过来,7
11951,将 被,7
11952,赶到 了,7
11953,赶紧 离开,7
11954,打开 时,7
11955,打翻 了,7
11956,他 什么 都,7
11957,上 只,7
11958,个 人 都 能,7
11959,扔到 了,7
11960,他 从来 没,7
11961,扫帚 上 摔,7
11962,小 天狼星 就,7
11963,发明 的,7
11964,扫帚 护理,7
11965,扭头 望 着,7
11966,扭头 望,7
11967,上 又,7
11968,扶手 上,7
11969,扯 着,7
11970,个 令,7
11971,越 快,7
11972,找 了 个,7
11973,发现 罗恩,7
11974,做 些,7
11975,越 走,7
11976,找 的,7
11977,个 令 人,7
11978,发现 那,7
11979,发生 了 一 件,7
11980,他 伸出 一 只,7
11981,把 一切 都 告诉,7
11982,发生 的 事,7
11983,发生 这样,7
11984,发生 过,7
11985,发生 这样 的,7
11986,把 他 拉到,7
11987,一 条 蛇,7
11988,取消 了,7
11989,他 使,7
11990,他 使劲,7
11991,上 嗖嗖,7
11992,把 刚才,7
11993,越 走 越,7
11994,跟 一 个,7
11995,跟 人,7
11996,把 双,7
11997,变 出来,7
11998,他 停住,7
11999,把 学校,7
12000,把 它 从,7
12001,把 它 打开,7
12002,把 它 扔掉,7
12003,个 包裹,7
12004,把 它 抓住,7
12005,把 它 放,7
12006,把 它 的,7
12007,变得 不,7
12008,他 写,7
12009,个 博格,7
12010,变得 越来越,7
12011,个 博格 特,7
12012,变得 非常,7
12013,他 准备,7
12014,把 扶手椅 上,7
12015,他 几,7
12016,上 坐,7
12017,把 新,7
12018,把 波特,7
12019,变成 了 一 种,7
12020,做 点,7
12021,个 叫,7
12022,他 到底,7
12023,个 可怕,7
12024,跟 邓布 利多,7
12025,个 可怕 的,7
12026,跟 邓布,7
12027,他 十分,7
12028,把 话 说完,7
12029,个 周末,7
12030,把 达力,7
12031,把 车,7
12032,小 精灵 是,7
12033,把 门 打开 了,7
12034,了 高尔,7
12035,抓 在,7
12036,另外 一 个 人,7
12037,踢 了,7
12038,踩 了,7
12039,抓住 一,7
12040,了 鬼 飞球,7
12041,小心 点儿,7
12042,抓住 罗恩,7
12043,抓住 飞贼,7
12044,只 凤凰,7
12045,披 在,7
12046,个 坏,7
12047,抬眼 望 着,7
12048,上 拿,7
12049,抱 着 一 大 堆,7
12050,躲开 了,7
12051,抽抽搭搭 地,7
12052,他 可以 看见,7
12053,他 右边,7
12054,拄 着,7
12055,担心 地,7
12056,只 死,7
12057,个 声音 在,7
12058,拉 了 起来,7
12059,只 独角兽,7
12060,只 用,7
12061,拔出 了,7
12062,拖 着 沉重 的,7
12063,拖 着 沉重,7
12064,他 吼道,7
12065,上 摔 下去,7
12066,拽 了,7
12067,只 袜子,7
12068,他 周围 的,7
12069,拿 着 一 个,7
12070,拿 过来,7
12071,只有 一 个,7
12072,轻松 地,7
12073,就 为了,7
12074,只有 赫敏,7
12075,个 女人 的,7
12076,轮状 皱领,7
12077,挤满 了 人,7
12078,挥 了 一下,7
12079,他 喘 着 气,7
12080,一 个 地,7
12081,上 撞,7
12082,捂 着 脸,7
12083,叫 了 起来,7
12084,他 喘 着 气 说,7
12085,叫 你们,7
12086,捏 着,7
12087,捡 了 起来,7
12088,叫 得,7
12089,边 看,7
12090,叫 它,7
12091,的 亲人,7
12092,捧 着,7
12093,掏出 一 只,7
12094,可 不 可以,7
12095,排 的,7
12096,排 着 队,7
12097,掠过 一,7
12098,接 过,7
12099,接下来 的 几,7
12100,就 像 在,7
12101,辆 车,7
12102,就 剩下,7
12103,可 是 我们,7
12104,提供 的,7
12105,一 桌,7
12106,过 她 的,7
12107,提醒 哈利,7
12108,提高 了,7
12109,可 饶恕咒,7
12110,更 仔细,7
12111,握 着,7
12112,他 大,7
12113,搂 着,7
12114,搞 什么,7
12115,搞 得,7
12116,一 个 熟悉,7
12117,过 暑假,7
12118,摇 了 摇,7
12119,摔 了,7
12120,摸 不,7
12121,过 许多,7
12122,摸 了 摸,7
12123,撞击 着,7
12124,一 张 纸条,7
12125,攥 得,7
12126,他 对 我,7
12127,攥 着 一,7
12128,他 对 哈利 说,7
12129,收到 过,7
12130,放 了 出来,7
12131,返回 格兰芬 多,7
12132,放弃 了,7
12133,教 你,7
12134,教 你们,7
12135,可能 对,7
12136,他 就 是,7
12137,还 在 那里,7
12138,教工 餐桌,7
12139,教授 一,7
12140,过来 看,7
12141,还 大,7
12142,教授 告诉,7
12143,一 个 特别,7
12144,敞开 的 窗口,7
12145,吃 不,7
12146,吃 东西,7
12147,一 次 在,7
12148,敢 相信 自己 的 耳朵,7
12149,他 带 着,7
12150,敢 说 他,7
12151,数 不,7
12152,吃 午饭 的 时候,7
12153,数 不 清,7
12154,吃 吧,7
12155,敲 了 一下,7
12156,敲 着,7
12157,整个 暑假,7
12158,吃 点,7
12159,文章 里,7
12160,他 干 的,7
12161,他 平静,7
12162,斯内普 对,7
12163,吃惊 地 张大 了 嘴巴,7
12164,斯内普冷冷 地,7
12165,斯坦 说,7
12166,斯普劳特 教授 说,7
12167,他 并不,7
12168,还 留,7
12169,就 把 他们,7
12170,他 并没有,7
12171,各 地,7
12172,上 的 什么,7
12173,他 强迫,7
12174,方面 的,7
12175,施 一 个,7
12176,施 一,7
12177,吉德罗•洛哈特 著,7
12178,旁边 是,7
12179,旁边 的 那,7
12180,就 是 一 个,7
12181,这 一 天,7
12182,旅行 斗篷,7
12183,同学 也,7
12184,像 要,7
12185,他 很 想,7
12186,同学 都 在,7
12187,无数 个,7
12188,无法 控制,7
12189,事儿 吧,7
12190,同时 也,7
12191,旧 的,7
12192,名字 了,7
12193,他 忘记,7
12194,这 东西,7
12195,一 个 熟悉 的,7
12196,名字 投进 火焰杯,7
12197,他 怀疑,7
12198,时 被,7
12199,名字 放进,7
12200,事情 上,7
12201,就 是 把,7
12202,他 怎么 会,7
12203,时间 一,7
12204,这 个 夏天,7
12205,时间 到 了,7
12206,时间 的,7
12207,一 段 校史,7
12208,上 的 那些,7
12209,后 退 着,7
12210,明摆 着,7
12211,后来 我,7
12212,个 星期 里,7
12213,就 是 那,7
12214,这 也许,7
12215,后面 的 一,7
12216,星期 了,7
12217,他 想 把,7
12218,是 一 声,7
12219,向 你 保证,7
12220,是 一 次,7
12221,是 一直,7
12222,上 站,7
12223,向 罗恩,7
12224,个 月 的,7
12225,就 永远,7
12226,是 不 是 应该,7
12227,这 可 是,7
12228,上 签字,7
12229,是 些,7
12230,是 什么 人,7
12231,听 一,7
12232,个 杯子,7
12233,就 着,7
12234,不 觉得,7
12235,上 草药 课,7
12236,他 打 了,7
12237,是 克劳奇 先生,7
12238,是 克鲁姆,7
12239,听 过,7
12240,听到 一,7
12241,是 关于,7
12242,一 溜,7
12243,是 几,7
12244,是 别人,7
12245,是 卡卡洛夫,7
12246,是 另,7
12247,是 另 一,7
12248,这 把,7
12249,听见 了 一,7
12250,一 滴,7
12251,是 多 比,7
12252,这 是 什么 地方,7
12253,他 抬头 望,7
12254,听见 过,7
12255,他 抬头 望 着,7
12256,二 楼,7
12257,是 弗农 姨父,7
12258,是 弗农,7
12259,是 很 有,7
12260,是 怎么 想,7
12261,他 抽出,7
12262,是 怎么 说,7
12263,是 怎么 想 的,7
12264,是 您,7
12265,是 我 把,7
12266,他 拉到,7
12267,吹 了,7
12268,这 种 事情,7
12269,先生 看,7
12270,这 肯定,7
12271,尴尬 的,7
12272,是 有意,7
12273,告诉 了 他们,7
12274,个 男孩 的,7
12275,这 里面,7
12276,告诉 任何,7
12277,告诉 任何 人,7
12278,个 留,7
12279,是 清白 的,7
12280,是 清白,7
12281,个 留 着,7
12282,这个 话题,7
12283,上 那个,7
12284,告诉 我 说,7
12285,他 早 就,7
12286,克制 着,7
12287,个 看 不,7
12288,他 明白,7
12289,是 级长,7
12290,个 看 不 见,7
12291,是 能,7
12292,周围 的 一切,7
12293,个 看 不 见 的,7
12294,这么 好,7
12295,周围 的 人,7
12296,他 是 不 是,7
12297,一 个 留,7
12298,呼吸 急促,7
12299,屋子 里,7
12300,呼呼 地 说,7
12301,这么 长,7
12302,是 达力,7
12303,这些 小,7
12304,这些 攻击,7
12305,咆哮 着 说,7
12306,是 那 个,7
12307,是 食死徒,7
12308,他 最 喜欢 的,7
12309,和 他们 的,7
12310,这时 赫敏,7
12311,他 最 好,7
12312,显得 比,7
12313,显得 特别,7
12314,显然 不,7
12315,和 你们,7
12316,显示 出,7
12317,他 最近 的,7
12318,巨 怪,7
12319,这边 走,7
12320,普 的,7
12321,一 片 黑暗,7
12322,暑假 的,7
12323,这里 发生,7
12324,这里 干,7
12325,他 有生以来,7
12326,更 仔细 地,7
12327,上传 来,7
12328,更 像 是,7
12329,个 级长,7
12330,巫师 家庭,7
12331,个 能,7
12332,更 好 的,7
12333,更 明显 了,7
12334,最 令 人,7
12335,和 弗立维,7
12336,和 弗雷德,7
12337,进去 的,7
12338,最 坏,7
12339,和 德思礼,7
12340,这里 还,7
12341,和 我们,7
12342,最 害怕 的,7
12343,和 拉文德,7
12344,他 此刻,7
12345,上学 时,7
12346,和 斯莱特林 的,7
12347,他 母亲 的,7
12348,最 近 的,7
12349,最 近,7
12350,最 邪恶 的,7
12351,最 邪恶,7
12352,和 福吉,7
12353,和 牙牙,7
12354,他 比,7
12355,最好 把,7
12356,最好 赶紧,7
12357,个 话题,7
12358,他 没 事,7
12359,月 的,7
12360,有 一 只 猫头鹰,7
12361,个 跟头,7
12362,已经 习惯 了,7
12363,一 个 留 着,7
12364,有 了 动静,7
12365,上床 去,7
12366,送给 哈利,7
12367,有 什么 办法,7
12368,咔哒 一 声,7
12369,咔哒 咔哒 的,7
12370,有 你们,7
12371,有 兴趣,7
12372,咔哒 的,7
12373,有 其他,7
12374,有 别的,7
12375,咕哝 道,7
12376,有 十二,7
12377,有 十 分钟,7
12378,他 病,7
12379,有 哪些,7
12380,他 病 了,7
12381,咬 了 一 口,7
12382,有 权,7
12383,他 的 人,7
12384,上楼 去,7
12385,咯咯 地 笑 着,7
12386,他 的 儿子,7
12387,有 谁 能,7
12388,咯咯笑 着,7
12389,有 这 种,7
12390,咽 了 口 唾沫,7
12391,有 道理,7
12392,咽 了 口,7
12393,个 项目 是 什么,7
12394,他 的 口气,7
12395,有些 吃惊,7
12396,哈利 一 把,7
12397,有点 像,7
12398,有没有 看见,7
12399,朋友 罗恩,7
12400,哈利 一时,7
12401,望 了,7
12402,交换 了 一下 目光,7
12403,遥远 的,7
12404,望 着 小,7
12405,已经 过去,7
12406,遮住 了,7
12407,望 着 邓布利多,7
12408,上课 时,7
12409,望望 哈利,7
12410,他 的 头顶,7
12411,哈利 不 明白,7
12412,他 的 家养,7
12413,哈利 不 能,7
12414,朝 它,7
12415,朝 房间,7
12416,他 的 家养 小,7
12417,朝 海格,7
12418,朝 礼堂,7
12419,哈利 不耐烦,7
12420,他 的 家养 小 精灵,7
12421,哈利 不耐烦 地,7
12422,哈利 举起,7
12423,朝前 走,7
12424,期待 着,7
12425,木兰 花 新月,7
12426,布斯巴顿 和 德姆斯特朗 的,7
12427,木兰 花 新月 街,7
12428,哈利 什么 也,7
12429,哈利 什么,7
12430,他 的 心脏,7
12431,上面 写 着,7
12432,布置 了,7
12433,哈利 仍然,7
12434,他 的 手臂,7
12435,杀 你,7
12436,杀害 的,7
12437,哈利 会,7
12438,哈利 伸手,7
12439,哈利 低头 看,7
12440,哈利 则,7
12441,那 个 女人,7
12442,哈利 到,7
12443,他 的 生日,7
12444,哈利 勉强,7
12445,布莱克 夫人,7
12446,来 最,7
12447,巴格曼 在,7
12448,来 看 着,7
12449,来 看 我,7
12450,来到 他们,7
12451,中 消失 了,7
12452,杯 冠军,7
12453,杯 黄油,7
