Order Number,Item,Pinyin,Frequency,Definition,Usage,Part_of_Speech,Status
1067,南,nan2,5,South; the cardinal direction opposite to north. Also used to refer to southern regions or areas.,"Common in directional terms like 南方 (south/southern region), 东南 (southeast), and place names like 湖南 (Hunan)",noun,success
1068,吟,yin2,5,"To chant, recite, or hum poetry or verses in a rhythmic, melodious way. Often refers to the traditional Chinese practice of reciting classical poetry aloud.",Commonly seen in literary contexts like 吟诗 (chant poetry) or 呻吟 (groan/moan),verb,success
1069,吻,wen3,5,To kiss; a kiss. Used for romantic kisses as well as affectionate kisses between family members.,Common in phrases like 接吻 (to kiss) and 亲吻 (to kiss affectionately),verb/noun,success
1070,呻,shen1,5,"To groan or moan, typically expressing pain, discomfort, or distress through vocal sounds.","Most commonly seen in the word 呻吟 (shēnyín, to groan/moan)",verb,success
1071,哧,chi1,5,"An onomatopoeia that represents hissing, snickering, or laughing sounds. It mimics sounds like air escaping, steam releasing, or suppressed laughter.",Commonly seen in compounds like 哧哧 (hissing sound) or 哧笑 (to snicker/giggle),onomatopoeia,success
1072,啷,lang1,5,"An onomatopoeia representing clanging, jingling, or metallic ringing sounds.",Commonly appears in compound words like 叮叮啷啷 (ding ding lang lang - jingling sound) or 啷当 (lang dang - clanging sound),onomatopoeia,success
1073,坩,gan1,5,"A crucible, which is a heat-resistant container used for melting metals or other substances at very high temperatures.","Most commonly seen in the compound word 坩埚 (gānguō), meaning crucible, used in scientific and industrial contexts",noun,success
1074,埋,mai2,5,To bury or hide something underground or beneath a surface; to cover up completely.,Common in phrases like 埋葬 (to bury the dead) and 埋头 (to immerse oneself in work),verb,success
1075,埚,guo1,5,A crucible or pot used for melting metals or other materials at high temperatures in industrial or laboratory settings.,Commonly seen in technical contexts like 坩埚 (gānguō - crucible),noun,success
1076,夺,duo2,5,"To seize, grab, or take by force; to compete for and win something.","Common in words like 夺取 (seize), 争夺 (fight for), and 夺冠 (win a championship)",verb,success
1077,奶,nai3,5,Milk or breast milk; also refers to grandmother (paternal) or a term for breasts,"Common in words like 牛奶 (cow's milk), 奶奶 (paternal grandmother), and 奶茶 (milk tea)",noun,success
1078,妇,fu4,5,"Woman, especially a married woman or wife. Often used in formal or compound words relating to women.","Common in words like 妇女 (women), 主妇 (housewife), 夫妇 (married couple)",noun,success
1079,孔,kong3,5,"A hole, opening, or aperture in an object. Also refers to Confucius (as a surname) in classical contexts.",Common in words like 孔洞 (hole/cavity) and 毛孔 (pore); also in 孔子 (Confucius),noun,success
1080,居,ju1,5,"To live, reside, or dwell in a place; to occupy a position or status.","Common in words like 居住 (to reside), 居民 (resident), and 居然 (unexpectedly)",verb,success
1081,山,shan1,5,Mountain or hill; a natural elevation of the earth's surface.,Common in place names and compound words like 山上 (on the mountain) or 爬山 (to climb a mountain),noun,success
1082,席,xi2,5,"A mat or seat; also used as a measure word for banquets, feasts, or席位 (seats at formal gatherings).","Common in words like 出席 (attend), 主席 (chairman), and 酒席 (banquet)",noun/measure word,success
1083,幅,fu2,5,"A measure word used for counting paintings, scrolls, cloth, and other flat rectangular items; also means width or extent.","Common in phrases like 一幅画 (a painting) or 幅度 (range, extent)",measure word / noun,success
1084,弯,wan1,5,"Bent, curved, or crooked; can also mean to bend or curve something. Describes anything that is not straight, from roads to objects.","Common in words like 弯路 (curved road), 转弯 (turn/make a turn), 弯腰 (bend over)",adjective/verb,success
1085,径,jing4,5,"A path, trail, or small road; also refers to diameter in geometry or a direct route/way of doing something.","Common in words like 小径 (small path), 直径 (diameter), and 径直 (directly)",noun,success
1086,忆,yi4,5,"To remember, recall, or think back on past events or experiences",Commonly used in words like 回忆 (huíyì - to recall/memory) and 记忆 (jìyì - memory),verb,success
1087,怨,yuan4,5,"To resent, blame, or hold a grudge against someone; to complain about unfair treatment or misfortune.",Common in words like 抱怨 (bàoyuàn - to complain) and 怨恨 (yuànhèn - resentment),verb,success
1088,恢,hui1,5,"To restore, recover, or return to a previous state. Most commonly seen in the word 恢复 (huīfù), meaning to restore or resume.",Typically used in compound words like 恢复健康 (recover health) or 恢复正常 (return to normal),verb,success
1089,战,zhan4,5,"War, battle, or fight; to fight or engage in combat. Also means to tremble or shiver (from fear or cold).","Common in words like 战争 (war), 战斗 (battle), 挑战 (challenge)",noun/verb,success
1090,拐,guai3,5,"To turn (a corner); to kidnap or abduct someone, especially children. Also refers to a crutch or walking stick.",Common in directions like 拐弯 (turn a corner) and warnings about 拐卖 (human trafficking),verb/noun,success
1091,拔,ba2,5,"To pull out, pull up, or extract something from where it is fixed or embedded, often with force.","Common in phrases like 拔牙 (pull a tooth), 拔草 (pull weeds), 拔河 (tug of war)",verb,success
1092,拳,quan2,5,Fist; a clenched hand. Also refers to martial arts techniques or boxing.,"Common in words like 拳头 (fist), 太极拳 (Tai Chi), and 拳击 (boxing)",noun,success
1093,搂,lou3,5,To hug or embrace someone with your arms; to hold someone close,Commonly used for physical affection like 搂着 (holding in arms) or 搂抱 (to embrace),verb,success
1094,摩,mo2,5,"To rub, stroke, or touch lightly with the hand; to scrape or graze against something.","Commonly seen in compounds like 摩擦 (friction), 按摩 (massage), and 摩托车 (motorcycle)",verb,success
1095,敞,chang3,5,"Spacious, wide open, or uncovered; describes a place or space that is broad and unobstructed.",Commonly used in words like 敞开 (to open wide) and 宽敞 (spacious),adjective,success
1096,旧,jiu4,5,"Old, used, or worn out; refers to things that have existed for a long time or are no longer new. Can also mean former or past when describing relationships or situations.","Common in phrases like 旧书 (old book), 旧朋友 (old friend), 旧衣服 (old clothes)",adjective,success
1097,权,quan2,5,"Power, authority, or right to do something. Also refers to权利 (rights) and 权力 (power/authority) in legal and political contexts.","Common in words like 人权 (human rights), 权力 (power), 权利 (rights), 有权 (have the right to)",noun,success
1098,枝,zhi1,5,"A branch or twig of a tree or plant; also used as a measure word for long, thin objects like flowers, pens, or candles.",Common in phrases like 树枝 (tree branch) or as a counter in 一枝花 (one flower/stem),noun/measure word,success
1099,框,kuang1,5,"A frame, border, or box that surrounds or contains something. Can also mean to frame or enclose something.","Common in words like 框架 (framework), 相框 (picture frame), 框子 (frame/box), and 方框 (square box)",noun/verb,success
1100,梅,mei2,5,"Plum or plum blossom; refers to the plum tree, its fruit, or its flowers which are an important symbol in Chinese culture.","Commonly seen in names, poetry, and phrases like 梅花 (plum blossom)",noun,success
1101,毒,du2,5,"Poison or toxin; something harmful or deadly that can cause injury or death. Can also mean cruel, vicious, or malicious.","Common in words like 中毒 (poisoned), 毒品 (drugs), 病毒 (virus)",noun/adjective,success
1102,沙,sha1,5,"Sand or sandy; refers to small granular particles found on beaches, deserts, or riverbeds.","Common in words like 沙滩 (beach), 沙漠 (desert), and 沙发 (sofa - phonetic borrowing)",noun,success
1103,洋,yang2,5,Ocean or sea; also means foreign or Western (especially in historical contexts),"Common in words like 海洋 (ocean), 洋人 (foreigner), 太平洋 (Pacific Ocean)",noun/adjective,success
1104,湖,hu2,5,Lake; a large body of water surrounded by land.,Common in place names like 西湖 (West Lake) and compound words like 湖泊 (lakes),noun,success
1105,漫,man4,5,"To spread or overflow; to be all over or everywhere. Also means unrestrained, free, or casual.","Common in words like 漫画 (manga/comics), 浪漫 (romantic), and 漫长 (very long)",verb/adjective,success
1106,烂,lan4,5,"Rotten, spoiled, or decayed; also means broken, worn out, or of poor quality. Can describe food that has gone bad or things that are badly done or falling apart.","Common in phrases like 烂了 (has rotted/broken), 烂苹果 (rotten apple), or 太烂了 (it's terrible/awful)",adjective,success
1107,猪,zhu1,5,Pig or hog; a common domesticated farm animal raised for meat.,Used in words like 猪肉 (pork) and appears in the Chinese zodiac as one of the twelve animals,noun,success
1108,甚,shen4,5,"Very, extremely; to an excessive degree. Also means 'what' or 'why' in classical Chinese.","Commonly seen in formal or literary expressions like 甚至 (even), 甚好 (very good)",adverb,success
1109,瘦,shou4,5,"Thin, skinny, or lean; describes a person or animal with little body fat, or meat with little fat.",Commonly used to describe body type (她很瘦 - she is thin) or meat quality (瘦肉 - lean meat),adjective,success
1110,瞥,pie1,5,To glance at or catch a glimpse of something briefly; to look quickly at something out of the corner of one's eye.,Commonly used in the phrase 瞥见 (piē jiàn) meaning 'to catch sight of' or 瞥一眼 (piē yī yǎn) meaning 'to take a quick glance',verb,success
1111,砰,peng1,5,"An onomatopoeia representing a loud bang, thud, or crashing sound, similar to 'bang' or 'boom' in English.","Commonly used to describe sounds of explosions, doors slamming, or objects hitting hard surfaces, as in 砰的一声 (with a bang)",onomatopoeia,success
1112,硬,ying4,5,"Hard, stiff, or firm in texture or quality; opposite of soft. Can also mean tough, strong-willed, or forceful when describing attitudes or actions.","Common in phrases like 硬币 (hard currency/coin), 坚硬 (hard/solid), or 硬要 (insist on)",adjective,success
1113,科,ke1,5,"A branch of study, department, or subject area; also refers to a category or division in classification systems.","Common in academic contexts like 科学 (science), 学科 (academic subject), or 外科 (surgery department)",noun,success
